review_key,date_key,customer_key,product_key,rating,review_text,sentiment_score,created_at
2055,20240909,491,101,1,"Terrible experience, do not buy",0.09,2026-01-30 00:03:26.476104
2056,20240922,1895,156,1,Completely disappointed,-0.35,2026-01-30 00:03:26.476104
2057,20241218,1502,46,2,Below expectations,0.58,2026-01-30 00:03:26.476104
2058,20231209,1110,52,2,Below expectations,-0.75,2026-01-30 00:03:26.476104
2059,20241109,125,94,5,"Amazing quality, exceeded expectations",-0.11,2026-01-30 00:03:26.476104
2060,20240310,1071,93,2,"Not great, quality could be better",-0.06,2026-01-30 00:03:26.476104
2061,20240322,1195,13,1,Completely disappointed,0.46,2026-01-30 00:03:26.476104
2062,20240824,655,43,5,"Perfect, would buy again",-0.87,2026-01-30 00:03:26.476104
2063,20240411,404,123,5,"Amazing quality, exceeded expectations",0.47,2026-01-30 00:03:26.476104
2064,20231210,263,119,1,Completely disappointed,-0.86,2026-01-30 00:03:26.476104
2065,20240325,1108,135,3,Nothing special but acceptable,-0.74,2026-01-30 00:03:26.476104
2066,20240528,752,12,3,Nothing special but acceptable,0.62,2026-01-30 00:03:26.476104
2067,20240610,586,152,2,Somewhat disappointed,-0.71,2026-01-30 00:03:26.476104
2068,20240318,1357,160,4,Good quality and fast delivery,-0.26,2026-01-30 00:03:26.476104
2069,20240410,1808,13,1,Completely disappointed,0.05,2026-01-30 00:03:26.476104
2070,20240603,1743,67,1,Very poor quality,0.47,2026-01-30 00:03:26.476104
2071,20240805,855,43,1,Completely disappointed,-0.39,2026-01-30 00:03:26.476104
2072,20241210,572,118,4,Very satisfied overall,0.74,2026-01-30 00:03:26.476104
2073,20240124,928,72,2,"Not great, quality could be better",-0.47,2026-01-30 00:03:26.476104
2074,20241228,935,33,3,Nothing special but acceptable,-0.03,2026-01-30 00:03:26.476104
2075,20231228,1841,62,1,Completely disappointed,-0.25,2026-01-30 00:03:26.476104
2076,20231205,383,135,5,"Amazing quality, exceeded expectations",0.84,2026-01-30 00:03:26.476104
2077,20240608,354,140,5,"Excellent product, highly recommended",0.0,2026-01-30 00:03:26.476104
2078,20240416,1933,107,1,Completely disappointed,-0.91,2026-01-30 00:03:26.476104
2079,20240809,175,19,1,Completely disappointed,-0.12,2026-01-30 00:03:26.476104
2080,20240730,33,31,5,"Amazing quality, exceeded expectations",0.11,2026-01-30 00:03:26.476104
2081,20240409,867,115,1,Very poor quality,-0.86,2026-01-30 00:03:26.476104
2082,20240515,1039,9,3,Nothing special but acceptable,-0.62,2026-01-30 00:03:26.476104
2083,20240421,671,157,3,Nothing special but acceptable,-0.4,2026-01-30 00:03:26.476104
2084,20240722,1553,49,2,Somewhat disappointed,-0.59,2026-01-30 00:03:26.476104
2085,20240203,617,140,3,"Average product, does the job",-0.46,2026-01-30 00:03:26.476104
2086,20240415,1516,23,2,Somewhat disappointed,-0.3,2026-01-30 00:03:26.476104
2087,20240115,513,90,4,Good quality and fast delivery,-0.62,2026-01-30 00:03:26.476104
2088,20240924,1176,12,5,"Perfect, would buy again",-0.24,2026-01-30 00:03:26.476104
2089,20241130,913,60,3,Nothing special but acceptable,0.28,2026-01-30 00:03:26.476104
2090,20241104,275,32,2,Somewhat disappointed,-0.2,2026-01-30 00:03:26.476104
2091,20231201,1904,49,4,Good value for the price,0.1,2026-01-30 00:03:26.476104
2092,20240415,1631,158,5,"Excellent product, highly recommended",-0.36,2026-01-30 00:03:26.476104
2093,20240426,1650,16,1,"Terrible experience, do not buy",-0.9,2026-01-30 00:03:26.476104
2094,20240202,1457,80,4,Good value for the price,-0.51,2026-01-30 00:03:26.476104
2095,20240813,1677,74,3,"Average product, does the job",-0.79,2026-01-30 00:03:26.476104
2096,20240826,429,101,1,Very poor quality,0.67,2026-01-30 00:03:26.476104
2097,20240927,42,25,2,"Not great, quality could be better",-0.94,2026-01-30 00:03:26.476104
2098,20240918,1934,88,1,Completely disappointed,-0.34,2026-01-30 00:03:26.476104
2099,20240420,1437,138,1,Completely disappointed,-0.97,2026-01-30 00:03:26.476104
2100,20231217,716,24,5,"Amazing quality, exceeded expectations",-0.2,2026-01-30 00:03:26.476104
2101,20241222,927,122,5,"Perfect, would buy again",-0.9,2026-01-30 00:03:26.476104
2102,20241125,726,7,2,Below expectations,-0.96,2026-01-30 00:03:26.476104
2103,20240303,1847,61,1,Completely disappointed,-0.96,2026-01-30 00:03:26.476104
2104,20241125,1625,139,5,"Amazing quality, exceeded expectations",0.74,2026-01-30 00:03:26.476104
2105,20240703,627,7,2,Below expectations,-0.79,2026-01-30 00:03:26.476104
2106,20240317,1437,37,5,"Excellent product, highly recommended",0.39,2026-01-30 00:03:26.476104
2107,20240829,26,17,1,Completely disappointed,0.0,2026-01-30 00:03:26.476104
2108,20241215,568,159,5,"Amazing quality, exceeded expectations",-0.21,2026-01-30 00:03:26.476104
2109,20240116,278,116,4,Very satisfied overall,-0.51,2026-01-30 00:03:26.476104
2110,20240923,776,138,1,Very poor quality,1.0,2026-01-30 00:03:26.476104
2111,20241125,618,14,1,"Terrible experience, do not buy",-0.08,2026-01-30 00:03:26.476104
2112,20240831,968,6,2,Somewhat disappointed,0.99,2026-01-30 00:03:26.476104
2113,20241214,751,25,1,"Terrible experience, do not buy",0.4,2026-01-30 00:03:26.476104
2114,20240320,1695,154,4,Good quality and fast delivery,0.59,2026-01-30 00:03:26.476104
2115,20240217,1935,91,1,Completely disappointed,-0.71,2026-01-30 00:03:26.476104
2116,20231230,1373,51,1,"Terrible experience, do not buy",-0.16,2026-01-30 00:03:26.476104
2117,20240405,740,11,1,Very poor quality,-0.47,2026-01-30 00:03:26.476104
2118,20241027,1271,88,1,Very poor quality,0.41,2026-01-30 00:03:26.476104
2119,20240612,1593,7,4,Very satisfied overall,0.09,2026-01-30 00:03:26.476104
2120,20240217,243,125,5,"Amazing quality, exceeded expectations",0.89,2026-01-30 00:03:26.476104
2121,20240825,1589,20,4,Good value for the price,-0.43,2026-01-30 00:03:26.476104
2122,20240223,464,10,3,Nothing special but acceptable,-0.54,2026-01-30 00:03:26.476104
2123,20240613,1374,153,4,Good quality and fast delivery,-0.98,2026-01-30 00:03:26.476104
2124,20241107,620,93,5,"Excellent product, highly recommended",-0.88,2026-01-30 00:03:26.476104
2125,20231130,817,8,2,Below expectations,-0.63,2026-01-30 00:03:26.476104
2126,20240110,655,50,5,"Perfect, would buy again",-0.34,2026-01-30 00:03:26.476104
2127,20241113,1035,157,4,Very satisfied overall,1.0,2026-01-30 00:03:26.476104
2128,20240625,1157,39,1,"Terrible experience, do not buy",0.04,2026-01-30 00:03:26.476104
2129,20240111,624,31,1,Very poor quality,0.07,2026-01-30 00:03:26.476104
2130,20240927,1988,24,1,"Terrible experience, do not buy",-0.36,2026-01-30 00:03:26.476104
2131,20240409,969,15,3,Okay for the price,0.73,2026-01-30 00:03:26.476104
2132,20240917,1011,14,2,Below expectations,-0.44,2026-01-30 00:03:26.476104
2133,20240924,802,75,1,"Terrible experience, do not buy",0.78,2026-01-30 00:03:26.476104
2134,20240101,713,34,3,Okay for the price,-0.42,2026-01-30 00:03:26.476104
2135,20240213,882,24,4,Very satisfied overall,0.93,2026-01-30 00:03:26.476104
2136,20241024,1941,2,2,"Not great, quality could be better",0.21,2026-01-30 00:03:26.476104
2137,20241005,994,91,4,Good quality and fast delivery,0.26,2026-01-30 00:03:26.476104
2138,20240320,1662,152,4,Good quality and fast delivery,-0.78,2026-01-30 00:03:26.476104
2139,20241020,1840,87,3,Nothing special but acceptable,0.99,2026-01-30 00:03:26.476104
2140,20240104,228,60,3,Okay for the price,0.48,2026-01-30 00:03:26.476104
2141,20241101,1604,58,5,"Excellent product, highly recommended",0.57,2026-01-30 00:03:26.476104
2142,20240119,955,33,5,"Perfect, would buy again",-0.65,2026-01-30 00:03:26.476104
2143,20240124,625,111,4,Very satisfied overall,-0.93,2026-01-30 00:03:26.476104
2144,20240224,1321,123,2,"Not great, quality could be better",-0.71,2026-01-30 00:03:26.476104
2145,20240326,1980,141,3,Nothing special but acceptable,-0.93,2026-01-30 00:03:26.476104
2146,20240117,1606,48,5,"Amazing quality, exceeded expectations",0.72,2026-01-30 00:03:26.476104
2147,20240203,1477,115,5,"Amazing quality, exceeded expectations",-0.62,2026-01-30 00:03:26.476104
2148,20241028,1829,48,4,Good value for the price,0.66,2026-01-30 00:03:26.476104
2149,20241007,137,152,3,"Average product, does the job",-0.98,2026-01-30 00:03:26.476104
2150,20240417,498,95,3,Nothing special but acceptable,0.26,2026-01-30 00:03:26.476104
2151,20241210,877,149,3,Okay for the price,0.1,2026-01-30 00:03:26.476104
2152,20241021,1437,25,5,"Amazing quality, exceeded expectations",-0.59,2026-01-30 00:03:26.476104
2153,20240426,1653,29,2,Below expectations,0.89,2026-01-30 00:03:26.476104
2154,20240616,752,29,2,Somewhat disappointed,-0.2,2026-01-30 00:03:26.476104
2155,20231213,1265,4,5,"Perfect, would buy again",-0.76,2026-01-30 00:03:26.476104
2156,20240325,630,81,3,Okay for the price,0.8,2026-01-30 00:03:26.476104
2157,20240210,318,71,2,Somewhat disappointed,0.49,2026-01-30 00:03:26.476104
2158,20240301,1815,56,2,Somewhat disappointed,0.21,2026-01-30 00:03:26.476104
2159,20231216,1427,59,5,"Amazing quality, exceeded expectations",-0.71,2026-01-30 00:03:26.476104
2160,20241021,238,52,5,"Amazing quality, exceeded expectations",-0.23,2026-01-30 00:03:26.476104
2161,20240409,103,13,4,Very satisfied overall,-0.93,2026-01-30 00:03:26.476104
2162,20240530,709,151,4,Good value for the price,-0.92,2026-01-30 00:03:26.476104
2163,20231212,1604,7,3,Okay for the price,0.35,2026-01-30 00:03:26.476104
2164,20240719,1462,153,1,Very poor quality,-0.89,2026-01-30 00:03:26.476104
2165,20240918,1222,38,2,Somewhat disappointed,-0.92,2026-01-30 00:03:26.476104
2166,20240129,1813,67,2,"Not great, quality could be better",0.77,2026-01-30 00:03:26.476104
2167,20240628,1067,108,2,Somewhat disappointed,0.05,2026-01-30 00:03:26.476104
2168,20240730,1342,126,5,"Perfect, would buy again",-0.06,2026-01-30 00:03:26.476104
2169,20241105,789,23,5,"Excellent product, highly recommended",-0.34,2026-01-30 00:03:26.476104
2170,20240826,903,19,1,Very poor quality,-0.78,2026-01-30 00:03:26.476104
2171,20231218,1708,135,3,Nothing special but acceptable,-0.15,2026-01-30 00:03:26.476104
2172,20240427,1221,31,5,"Perfect, would buy again",-0.14,2026-01-30 00:03:26.476104
2173,20240312,677,52,1,"Terrible experience, do not buy",-0.01,2026-01-30 00:03:26.476104
2174,20231228,566,14,4,Very satisfied overall,0.5,2026-01-30 00:03:26.476104
2175,20241125,1951,144,5,"Excellent product, highly recommended",-0.98,2026-01-30 00:03:26.476104
2176,20240304,1350,87,2,Somewhat disappointed,0.3,2026-01-30 00:03:26.476104
2177,20241108,1587,2,1,Very poor quality,-0.26,2026-01-30 00:03:26.476104
2178,20231213,786,27,5,"Excellent product, highly recommended",0.09,2026-01-30 00:03:26.476104
2179,20241021,846,115,4,Good quality and fast delivery,0.24,2026-01-30 00:03:26.476104
2180,20240720,1973,95,5,"Perfect, would buy again",-0.14,2026-01-30 00:03:26.476104
2181,20241213,1184,27,5,"Excellent product, highly recommended",0.18,2026-01-30 00:03:26.476104
2182,20240322,1001,75,4,Good value for the price,0.95,2026-01-30 00:03:26.476104
2183,20240417,1953,138,1,Completely disappointed,0.42,2026-01-30 00:03:26.476104
2184,20240120,1861,158,4,Good quality and fast delivery,-0.4,2026-01-30 00:03:26.476104
2185,20240919,1874,8,3,Okay for the price,-0.54,2026-01-30 00:03:26.476104
2186,20240421,649,127,1,Completely disappointed,0.26,2026-01-30 00:03:26.476104
2187,20240807,843,75,5,"Perfect, would buy again",-0.42,2026-01-30 00:03:26.476104
2188,20241223,1861,132,3,"Average product, does the job",0.06,2026-01-30 00:03:26.476104
2189,20240530,100,109,2,Somewhat disappointed,0.45,2026-01-30 00:03:26.476104
2190,20240518,1122,53,2,Below expectations,0.7,2026-01-30 00:03:26.476104
2191,20240125,1055,140,5,"Perfect, would buy again",-0.43,2026-01-30 00:03:26.476104
2192,20241208,177,54,4,Good quality and fast delivery,0.21,2026-01-30 00:03:26.476104
2193,20241011,1444,71,1,"Terrible experience, do not buy",-0.62,2026-01-30 00:03:26.476104
2194,20240928,1165,143,1,Completely disappointed,-0.52,2026-01-30 00:03:26.476104
2195,20240701,669,96,4,Very satisfied overall,-0.11,2026-01-30 00:03:26.476104
2196,20231217,108,113,1,Completely disappointed,-0.29,2026-01-30 00:03:26.476104
2197,20241204,1185,44,2,Below expectations,-0.03,2026-01-30 00:03:26.476104
2198,20240502,268,110,4,Good value for the price,0.26,2026-01-30 00:03:26.476104
2199,20231231,799,103,3,Nothing special but acceptable,0.44,2026-01-30 00:03:26.476104
2200,20240915,883,138,5,"Amazing quality, exceeded expectations",0.27,2026-01-30 00:03:26.476104
2201,20240228,1433,107,5,"Excellent product, highly recommended",-0.09,2026-01-30 00:03:26.476104
2202,20240723,1574,123,1,"Terrible experience, do not buy",0.09,2026-01-30 00:03:26.476104
2203,20241117,1551,150,5,"Excellent product, highly recommended",0.77,2026-01-30 00:03:26.476104
2204,20240516,834,61,4,Good value for the price,0.14,2026-01-30 00:03:26.476104
2205,20241111,1097,152,1,Completely disappointed,-0.42,2026-01-30 00:03:26.476104
2206,20241227,722,46,2,"Not great, quality could be better",-0.32,2026-01-30 00:03:26.476104
2207,20240307,756,129,3,"Average product, does the job",-0.88,2026-01-30 00:03:26.476104
2208,20240723,1158,8,5,"Excellent product, highly recommended",0.0,2026-01-30 00:03:26.476104
2209,20240125,1164,123,4,Good value for the price,0.07,2026-01-30 00:03:26.476104
2210,20240620,99,141,4,Good value for the price,-0.14,2026-01-30 00:03:26.476104
2211,20240225,1252,158,3,Okay for the price,-0.47,2026-01-30 00:03:26.476104
2212,20240509,101,37,3,Okay for the price,0.87,2026-01-30 00:03:26.476104
2213,20241111,1103,64,4,Very satisfied overall,-0.49,2026-01-30 00:03:26.476104
2214,20240614,232,156,2,Somewhat disappointed,-0.88,2026-01-30 00:03:26.476104
2215,20241124,875,133,3,"Average product, does the job",-0.08,2026-01-30 00:03:26.476104
2216,20240711,1551,85,3,Okay for the price,-0.83,2026-01-30 00:03:26.476104
2217,20240909,1049,106,4,Good quality and fast delivery,-0.5,2026-01-30 00:03:26.476104
2218,20240925,890,35,1,Completely disappointed,-0.77,2026-01-30 00:03:26.476104
2219,20240517,708,107,2,Below expectations,0.1,2026-01-30 00:03:26.476104
2220,20241121,1352,97,2,"Not great, quality could be better",-0.91,2026-01-30 00:03:26.476104
2221,20240614,281,56,5,"Perfect, would buy again",0.03,2026-01-30 00:03:26.476104
2222,20241118,1269,144,2,"Not great, quality could be better",-0.3,2026-01-30 00:03:26.476104
2223,20241117,85,1,1,"Terrible experience, do not buy",0.89,2026-01-30 00:03:26.476104
2224,20241130,613,140,2,"Not great, quality could be better",-0.24,2026-01-30 00:03:26.476104
2225,20231228,1349,66,2,Below expectations,-0.64,2026-01-30 00:03:26.476104
2226,20240620,1682,153,1,Very poor quality,0.71,2026-01-30 00:03:26.476104
2227,20240330,1,48,3,Nothing special but acceptable,0.63,2026-01-30 00:03:26.476104
2228,20241123,174,108,3,"Average product, does the job",-0.46,2026-01-30 00:03:26.476104
2229,20240925,476,118,4,Good value for the price,-0.14,2026-01-30 00:03:26.476104
2230,20240826,457,31,2,Somewhat disappointed,-0.75,2026-01-30 00:03:26.476104
2231,20240314,143,35,4,Very satisfied overall,0.47,2026-01-30 00:03:26.476104
2232,20240726,150,49,1,Completely disappointed,0.35,2026-01-30 00:03:26.476104
2233,20240211,1492,139,2,Somewhat disappointed,-0.97,2026-01-30 00:03:26.476104
2234,20240315,27,95,1,Completely disappointed,0.55,2026-01-30 00:03:26.476104
2235,20240506,889,53,5,"Amazing quality, exceeded expectations",0.24,2026-01-30 00:03:26.476104
2236,20241023,462,109,2,Somewhat disappointed,-0.36,2026-01-30 00:03:26.476104
2237,20240528,925,47,2,"Not great, quality could be better",-0.6,2026-01-30 00:03:26.476104
2238,20241231,956,16,5,"Amazing quality, exceeded expectations",0.38,2026-01-30 00:03:26.476104
2239,20231203,1420,148,5,"Amazing quality, exceeded expectations",0.2,2026-01-30 00:03:26.476104
2240,20231212,1542,158,1,"Terrible experience, do not buy",0.36,2026-01-30 00:03:26.476104
2241,20231230,1915,139,1,"Terrible experience, do not buy",0.36,2026-01-30 00:03:26.476104
2242,20241105,69,15,5,"Amazing quality, exceeded expectations",0.9,2026-01-30 00:03:26.476104
2243,20241123,173,38,5,"Amazing quality, exceeded expectations",-0.19,2026-01-30 00:03:26.476104
2244,20241127,1765,86,1,Completely disappointed,0.18,2026-01-30 00:03:26.476104
2245,20241231,55,113,5,"Amazing quality, exceeded expectations",-0.93,2026-01-30 00:03:26.476104
2246,20241201,1910,42,5,"Excellent product, highly recommended",0.19,2026-01-30 00:03:26.476104
2247,20240526,1099,67,5,"Excellent product, highly recommended",-0.93,2026-01-30 00:03:26.476104
2248,20240907,1305,67,3,Nothing special but acceptable,-0.46,2026-01-30 00:03:26.476104
2249,20241108,1382,23,1,"Terrible experience, do not buy",-0.15,2026-01-30 00:03:26.476104
2250,20240409,1759,11,3,Okay for the price,-0.58,2026-01-30 00:03:26.476104
2251,20240324,1979,3,2,"Not great, quality could be better",0.42,2026-01-30 00:03:26.476104
2252,20241128,1285,119,2,"Not great, quality could be better",0.99,2026-01-30 00:03:26.476104
2253,20241220,1272,15,1,"Terrible experience, do not buy",-0.77,2026-01-30 00:03:26.476104
2254,20240320,78,129,5,"Excellent product, highly recommended",-0.44,2026-01-30 00:03:26.476104
2255,20241108,460,63,1,"Terrible experience, do not buy",-0.53,2026-01-30 00:03:26.476104
2256,20240329,871,83,5,"Perfect, would buy again",0.01,2026-01-30 00:03:26.476104
2257,20231214,94,138,5,"Amazing quality, exceeded expectations",-0.43,2026-01-30 00:03:26.476104
2258,20240808,1302,20,5,"Perfect, would buy again",0.21,2026-01-30 00:03:26.476104
2259,20241113,1477,116,3,Okay for the price,-0.32,2026-01-30 00:03:26.476104
2260,20240710,1329,5,1,Very poor quality,0.92,2026-01-30 00:03:26.476104
2261,20240529,1595,62,3,Okay for the price,0.23,2026-01-30 00:03:26.476104
2262,20240301,1720,92,4,Good value for the price,-0.16,2026-01-30 00:03:26.476104
2263,20240505,612,138,3,Okay for the price,0.42,2026-01-30 00:03:26.476104
2264,20231201,748,48,2,Below expectations,-0.35,2026-01-30 00:03:26.476104
2265,20240118,56,1,2,"Not great, quality could be better",0.28,2026-01-30 00:03:26.476104
2266,20240819,730,61,1,Very poor quality,-0.12,2026-01-30 00:03:26.476104
2267,20240507,413,116,3,Okay for the price,0.07,2026-01-30 00:03:26.476104
2268,20240324,471,77,1,"Terrible experience, do not buy",-0.89,2026-01-30 00:03:26.476104
2269,20240302,935,40,2,Somewhat disappointed,-0.22,2026-01-30 00:03:26.476104
2270,20241026,1355,106,3,"Average product, does the job",0.78,2026-01-30 00:03:26.476104
2271,20241010,1341,42,2,Somewhat disappointed,0.78,2026-01-30 00:03:26.476104
2272,20240403,1069,45,1,Very poor quality,0.12,2026-01-30 00:03:26.476104
2273,20240720,1784,30,5,"Perfect, would buy again",0.68,2026-01-30 00:03:26.476104
2274,20240201,1398,104,3,Nothing special but acceptable,0.89,2026-01-30 00:03:26.476104
2275,20241002,633,4,5,"Excellent product, highly recommended",-0.51,2026-01-30 00:03:26.476104
2276,20240727,324,5,1,"Terrible experience, do not buy",0.86,2026-01-30 00:03:26.476104
2277,20240123,1057,79,4,Good value for the price,0.75,2026-01-30 00:03:26.476104
2278,20240114,1404,79,3,"Average product, does the job",-0.01,2026-01-30 00:03:26.476104
2279,20241121,1729,7,4,Very satisfied overall,-0.91,2026-01-30 00:03:26.476104
2280,20240802,1735,79,2,"Not great, quality could be better",0.47,2026-01-30 00:03:26.476104
2281,20231215,527,86,4,Very satisfied overall,0.62,2026-01-30 00:03:26.476104
2282,20240704,616,108,1,"Terrible experience, do not buy",0.61,2026-01-30 00:03:26.476104
2283,20241201,1943,17,4,Good value for the price,-0.85,2026-01-30 00:03:26.476104
2284,20241105,1791,50,3,Okay for the price,-0.46,2026-01-30 00:03:26.476104
2285,20240731,1769,150,5,"Amazing quality, exceeded expectations",0.83,2026-01-30 00:03:26.476104
2286,20240803,668,91,5,"Excellent product, highly recommended",-0.68,2026-01-30 00:03:26.476104
2287,20241101,875,129,2,Below expectations,-0.98,2026-01-30 00:03:26.476104
2288,20240729,352,13,1,"Terrible experience, do not buy",-0.28,2026-01-30 00:03:26.476104
2289,20240310,1672,77,1,Completely disappointed,0.87,2026-01-30 00:03:26.476104
2290,20240101,891,32,3,Okay for the price,-0.4,2026-01-30 00:03:26.476104
2291,20240324,1104,137,3,Nothing special but acceptable,-0.97,2026-01-30 00:03:26.476104
2292,20241110,1370,115,2,Below expectations,0.45,2026-01-30 00:03:26.476104
2293,20241108,1717,37,4,Very satisfied overall,-0.4,2026-01-30 00:03:26.476104
2294,20240616,1206,103,1,"Terrible experience, do not buy",0.48,2026-01-30 00:03:26.476104
2295,20241030,1499,57,5,"Amazing quality, exceeded expectations",-0.92,2026-01-30 00:03:26.476104
2296,20241018,1012,57,4,Very satisfied overall,0.41,2026-01-30 00:03:26.476104
2297,20240206,1880,37,1,Completely disappointed,-0.39,2026-01-30 00:03:26.476104
2298,20240627,1917,95,2,Somewhat disappointed,0.41,2026-01-30 00:03:26.476104
2299,20240302,1358,79,5,"Excellent product, highly recommended",-0.87,2026-01-30 00:03:26.476104
2300,20231223,1860,115,4,Very satisfied overall,0.69,2026-01-30 00:03:26.476104
2301,20240615,32,39,4,Good quality and fast delivery,-0.44,2026-01-30 00:03:26.476104
2302,20240829,1149,21,2,"Not great, quality could be better",-0.59,2026-01-30 00:03:26.476104
2303,20240314,580,36,5,"Amazing quality, exceeded expectations",0.25,2026-01-30 00:03:26.476104
2304,20241105,1288,56,2,Below expectations,0.07,2026-01-30 00:03:26.476104
2305,20240507,1707,45,3,"Average product, does the job",0.69,2026-01-30 00:03:26.476104
2306,20240625,776,22,3,Nothing special but acceptable,0.11,2026-01-30 00:03:26.476104
2307,20240716,1878,77,3,"Average product, does the job",-0.9,2026-01-30 00:03:26.476104
2308,20240814,1038,67,5,"Amazing quality, exceeded expectations",0.84,2026-01-30 00:03:26.476104
2309,20241224,668,92,3,Okay for the price,0.01,2026-01-30 00:03:26.476104
2310,20240611,1206,137,1,Completely disappointed,0.02,2026-01-30 00:03:26.476104
2311,20240826,622,136,5,"Excellent product, highly recommended",0.16,2026-01-30 00:03:26.476104
2312,20241206,646,62,3,"Average product, does the job",0.25,2026-01-30 00:03:26.476104
2313,20240621,799,51,2,"Not great, quality could be better",-0.96,2026-01-30 00:03:26.476104
2314,20240224,355,134,3,"Average product, does the job",0.24,2026-01-30 00:03:26.476104
2315,20240528,1198,56,3,"Average product, does the job",-0.41,2026-01-30 00:03:26.476104
2316,20231206,768,83,2,Below expectations,-0.07,2026-01-30 00:03:26.476104
2317,20240225,1739,42,3,"Average product, does the job",0.26,2026-01-30 00:03:26.476104
2318,20240803,1977,73,1,Completely disappointed,-0.4,2026-01-30 00:03:26.476104
2319,20240221,1497,37,3,Okay for the price,-0.32,2026-01-30 00:03:26.476104
2320,20240920,565,45,3,"Average product, does the job",0.5,2026-01-30 00:03:26.476104
2321,20240721,1006,134,2,"Not great, quality could be better",-0.68,2026-01-30 00:03:26.476104
2322,20241218,1111,53,4,Good quality and fast delivery,0.64,2026-01-30 00:03:26.476104
2323,20240223,1444,105,4,Very satisfied overall,0.16,2026-01-30 00:03:26.476104
2324,20240209,272,50,5,"Perfect, would buy again",-0.32,2026-01-30 00:03:26.476104
2325,20240807,1233,84,4,Good value for the price,-0.02,2026-01-30 00:03:26.476104
2326,20231230,1326,33,3,"Average product, does the job",-0.85,2026-01-30 00:03:26.476104
2327,20240529,988,111,5,"Perfect, would buy again",-0.12,2026-01-30 00:03:26.476104
2328,20231210,940,89,4,Good value for the price,0.16,2026-01-30 00:03:26.476104
2329,20241212,918,37,5,"Excellent product, highly recommended",-0.42,2026-01-30 00:03:26.476104
2330,20241125,251,21,4,Good quality and fast delivery,0.65,2026-01-30 00:03:26.476104
2331,20241227,496,100,3,Nothing special but acceptable,0.91,2026-01-30 00:03:26.476104
2332,20240225,1559,104,5,"Perfect, would buy again",0.84,2026-01-30 00:03:26.476104
2333,20240820,589,12,2,Below expectations,0.05,2026-01-30 00:03:26.476104
2334,20240522,626,147,2,Below expectations,-0.79,2026-01-30 00:03:26.476104
2335,20240306,989,101,4,Good value for the price,-0.77,2026-01-30 00:03:26.476104
2336,20241207,1556,17,5,"Excellent product, highly recommended",-0.41,2026-01-30 00:03:26.476104
2337,20240116,1175,112,4,Good value for the price,0.69,2026-01-30 00:03:26.476104
2338,20240525,286,72,5,"Amazing quality, exceeded expectations",0.82,2026-01-30 00:03:26.476104
2339,20240505,69,120,4,Good quality and fast delivery,0.06,2026-01-30 00:03:26.476104
2340,20240628,250,158,5,"Perfect, would buy again",0.78,2026-01-30 00:03:26.476104
2341,20240919,1681,153,5,"Amazing quality, exceeded expectations",-0.51,2026-01-30 00:03:26.476104
2342,20240216,235,17,5,"Perfect, would buy again",-0.78,2026-01-30 00:03:26.476104
2343,20241109,1258,110,5,"Amazing quality, exceeded expectations",0.22,2026-01-30 00:03:26.476104
2344,20240321,1621,111,5,"Amazing quality, exceeded expectations",-0.92,2026-01-30 00:03:26.476104
2345,20241204,71,69,1,Completely disappointed,-0.7,2026-01-30 00:03:26.476104
2346,20241207,532,155,4,Very satisfied overall,-0.8,2026-01-30 00:03:26.476104
2347,20241219,329,10,3,"Average product, does the job",0.26,2026-01-30 00:03:26.476104
2348,20240728,1322,108,1,"Terrible experience, do not buy",0.85,2026-01-30 00:03:26.476104
2349,20240825,980,121,5,"Perfect, would buy again",-0.9,2026-01-30 00:03:26.476104
2350,20240924,1100,157,2,"Not great, quality could be better",-0.17,2026-01-30 00:03:26.476104
2351,20241216,387,53,5,"Amazing quality, exceeded expectations",0.54,2026-01-30 00:03:26.476104
2352,20231220,303,108,2,Below expectations,0.09,2026-01-30 00:03:26.476104
2353,20240914,160,102,4,Very satisfied overall,-0.59,2026-01-30 00:03:26.476104
2354,20240519,1954,85,5,"Perfect, would buy again",0.85,2026-01-30 00:03:26.476104
2355,20240808,41,45,1,Completely disappointed,-0.67,2026-01-30 00:03:26.476104
2356,20240125,1287,13,5,"Amazing quality, exceeded expectations",-0.99,2026-01-30 00:03:26.476104
2357,20240717,1913,25,5,"Amazing quality, exceeded expectations",0.15,2026-01-30 00:03:26.476104
2358,20240605,1300,81,4,Very satisfied overall,0.92,2026-01-30 00:03:26.476104
2359,20240104,908,58,1,"Terrible experience, do not buy",0.88,2026-01-30 00:03:26.476104
2360,20240321,1367,25,1,Very poor quality,-0.56,2026-01-30 00:03:26.476104
2361,20240717,307,84,4,Very satisfied overall,0.2,2026-01-30 00:03:26.476104
2362,20240921,1207,33,4,Good quality and fast delivery,-0.13,2026-01-30 00:03:26.476104
2363,20240728,50,5,3,Nothing special but acceptable,0.82,2026-01-30 00:03:26.476104
2364,20241004,1235,45,1,Completely disappointed,0.18,2026-01-30 00:03:26.476104
2365,20240714,1550,110,5,"Excellent product, highly recommended",-0.26,2026-01-30 00:03:26.476104
2366,20240726,1326,88,3,Okay for the price,-0.04,2026-01-30 00:03:26.476104
2367,20231227,1773,33,4,Good quality and fast delivery,0.73,2026-01-30 00:03:26.476104
2368,20240717,795,125,5,"Amazing quality, exceeded expectations",0.34,2026-01-30 00:03:26.476104
2369,20240225,1399,112,3,"Average product, does the job",0.33,2026-01-30 00:03:26.476104
